# TileCal Cell Mapping — CGV path ↔ ATLAS readout cell
#
# SUPOSIÇÕES (validar com XML real):
#   sub=1  → sampling A  (camada mais interna, radialmente)
#   sub=2  → sampling BC / B  (camada média)
#   sub=3  → sampling D  (camada mais externa)
#   sub=4  → células especiais: C10, E1-E4 (gap/crack)
#   sub=5  → MBTS (Minimum Bias Trigger Scintillators)
#
# Partição derivada do η:
#   η > 0, |η| < ~1.0  → LBA (Long Barrel A-side)   → volumes TileXp, X=1,23,4
#   η < 0, |η| < ~1.0  → LBC (Long Barrel C-side)   → volumes TileXn
#   η > 0, |η| > ~0.9  → EBA (Extended Barrel A-side)→ volumes TileXp, X=5..15
#   η < 0, |η| > ~0.9  → EBC (Extended Barrel C-side)→ volumes TileXn
#
# phi módulo j (0-63): calculado de phi_hit via floor((phi+π)×64/(2π)) mod 64
#   centro do módulo j: φ = -π + (2j+1)×π/64
#
# Caminho CGV completo para eta_tower=i, phi_module=j:
#   "Calorimeter\t→\t{tile_vol}_0\t→\t{tile_vol}{eta_tower}_{eta_tower}\t→\tcell_{phi_module}"
#
# Referências:
#   ATLAS TileCal TDR: CERN/LHCC 96-42
#   arXiv:2010.14980 (TileCal performance Run 2)
#   https://hep.uchicago.edu/atlas/tilecal/level1/geometry.html
#
# Coluna "notes": (*) = valor aproximado, verificar com dados reais
#
# sub	eta_lo	eta_hi	eta_center	phi_count	cell_name	partition	sample	tile_vol	eta_tower	notes
#
# ═══════════════════════════════════════════════════════════════════
# LONG BARREL — A-side (η > 0) — LBA
# ═══════════════════════════════════════════════════════════════════
# --- Sampling A (sub=1) — Tile1p ---
1	0.00	0.10	0.05	64	A1	LBA	A	Tile1p	0
1	0.10	0.20	0.15	64	A2	LBA	A	Tile1p	1
1	0.20	0.30	0.25	64	A3	LBA	A	Tile1p	2
1	0.30	0.40	0.35	64	A4	LBA	A	Tile1p	3
1	0.40	0.50	0.45	64	A5	LBA	A	Tile1p	4
1	0.50	0.60	0.55	64	A6	LBA	A	Tile1p	5
1	0.60	0.70	0.65	64	A7	LBA	A	Tile1p	6
1	0.70	0.80	0.75	64	A8	LBA	A	Tile1p	7
1	0.80	0.90	0.85	64	A9	LBA	A	Tile1p	8
1	0.90	1.00	0.95	64	A10	LBA	A	Tile1p	9
# --- Sampling BC (sub=2) — Tile23p ---
2	0.00	0.10	0.05	64	BC1	LBA	BC	Tile23p	0
2	0.10	0.20	0.15	64	BC2	LBA	BC	Tile23p	1
2	0.20	0.30	0.25	64	BC3	LBA	BC	Tile23p	2
2	0.30	0.40	0.35	64	BC4	LBA	BC	Tile23p	3
2	0.40	0.50	0.45	64	BC5	LBA	BC	Tile23p	4
2	0.50	0.60	0.55	64	BC6	LBA	BC	Tile23p	5
2	0.60	0.70	0.65	64	BC7	LBA	BC	Tile23p	6
2	0.70	0.80	0.75	64	BC8	LBA	BC	Tile23p	7
2	0.80	0.90	0.85	64	B9	LBA	BC	Tile23p	8
# --- Sampling D (sub=3) — Tile4p ---
3	0.00	0.20	0.10	64	D0	LBA	D	Tile4p	0
3	0.20	0.40	0.30	64	D1	LBA	D	Tile4p	1
3	0.40	0.60	0.50	64	D2	LBA	D	Tile4p	2
3	0.60	0.80	0.70	64	D3	LBA	D	Tile4p	3
#
# ═══════════════════════════════════════════════════════════════════
# LONG BARREL — C-side (η < 0) — LBC
# ═══════════════════════════════════════════════════════════════════
# --- Sampling A (sub=1) — Tile1n ---
1	-0.10	0.00	-0.05	64	A1	LBC	A	Tile1n	0
1	-0.20	-0.10	-0.15	64	A2	LBC	A	Tile1n	1
1	-0.30	-0.20	-0.25	64	A3	LBC	A	Tile1n	2
1	-0.40	-0.30	-0.35	64	A4	LBC	A	Tile1n	3
1	-0.50	-0.40	-0.45	64	A5	LBC	A	Tile1n	4
1	-0.60	-0.50	-0.55	64	A6	LBC	A	Tile1n	5
1	-0.70	-0.60	-0.65	64	A7	LBC	A	Tile1n	6
1	-0.80	-0.70	-0.75	64	A8	LBC	A	Tile1n	7
1	-0.90	-0.80	-0.85	64	A9	LBC	A	Tile1n	8
1	-1.00	-0.90	-0.95	64	A10	LBC	A	Tile1n	9
# --- Sampling BC (sub=2) — Tile23n ---
2	-0.10	0.00	-0.05	64	BC1	LBC	BC	Tile23n	0
2	-0.20	-0.10	-0.15	64	BC2	LBC	BC	Tile23n	1
2	-0.30	-0.20	-0.25	64	BC3	LBC	BC	Tile23n	2
2	-0.40	-0.30	-0.35	64	BC4	LBC	BC	Tile23n	3
2	-0.50	-0.40	-0.45	64	BC5	LBC	BC	Tile23n	4
2	-0.60	-0.50	-0.55	64	BC6	LBC	BC	Tile23n	5
2	-0.70	-0.60	-0.65	64	BC7	LBC	BC	Tile23n	6
2	-0.80	-0.70	-0.75	64	BC8	LBC	BC	Tile23n	7
2	-0.90	-0.80	-0.85	64	B9	LBC	BC	Tile23n	8
# --- Sampling D (sub=3) — Tile4n ---
3	-0.20	0.00	-0.10	64	D0	LBC	D	Tile4n	0
3	-0.40	-0.20	-0.30	64	D1	LBC	D	Tile4n	1
3	-0.60	-0.40	-0.50	64	D2	LBC	D	Tile4n	2
3	-0.80	-0.60	-0.70	64	D3	LBC	D	Tile4n	3
#
# ═══════════════════════════════════════════════════════════════════
# EXTENDED BARREL — A-side (η > 0) — EBA
# ═══════════════════════════════════════════════════════════════════
# --- Sampling A (sub=1) — Tile5p ---
1	1.00	1.10	1.05	64	A12	EBA	A	Tile5p	0
1	1.10	1.20	1.15	64	A13	EBA	A	Tile5p	1
1	1.20	1.30	1.25	64	A14	EBA	A	Tile5p	2
1	1.30	1.40	1.35	64	A15	EBA	A	Tile5p	3
1	1.40	1.50	1.45	64	A16	EBA	A	Tile5p	4
# --- Sampling B (sub=2) — Tile6p ---
2	0.90	1.00	0.95	64	B11	EBA	B	Tile6p	0
2	1.00	1.10	1.05	64	B12	EBA	B	Tile6p	1
2	1.10	1.20	1.15	64	B13	EBA	B	Tile6p	2
2	1.20	1.30	1.25	64	B14	EBA	B	Tile6p	3
2	1.30	1.40	1.35	64	B15	EBA	B	Tile6p	4
# --- Sampling D (sub=3) — Tile7p (D5,D6) e Tile8p (D4) ---
3	0.90	1.10	1.00	64	D4	EBA	D	Tile8p	0	(*)
3	1.10	1.40	1.25	64	D5	EBA	D	Tile7p	0	(*)
3	1.40	1.60	1.50	64	D6	EBA	D	Tile7p	1	(*)
# --- Células especiais (sub=4) ---
4	0.80	1.00	0.90	64	C10	EBA	special	Tile9p	0	(*)ITC
4	1.00	1.20	1.05	64	E1	EBA	special	Tile10p	0	(*)gap
4	1.10	1.30	1.20	64	E2	EBA	special	Tile11p	0	(*)gap
4	1.30	1.50	1.35	64	E3	EBA	special	Tile12p	0	(*)gap
4	1.50	1.70	1.55	64	E4	EBA	special	Tile13p	0	(*)gap
# --- MBTS (sub=5) — apenas 8 módulos em φ ---
5	2.00	2.16	2.08	8	MBTS1	EBA	MBTS	Tile14p	0	(*)
5	2.16	2.30	2.23	8	MBTS2	EBA	MBTS	Tile15p	0	(*)
#
# ═══════════════════════════════════════════════════════════════════
# EXTENDED BARREL — C-side (η < 0) — EBC
# ═══════════════════════════════════════════════════════════════════
# --- Sampling A (sub=1) — Tile5n ---
1	-1.10	-1.00	-1.05	64	A12	EBC	A	Tile5n	0
1	-1.20	-1.10	-1.15	64	A13	EBC	A	Tile5n	1
1	-1.30	-1.20	-1.25	64	A14	EBC	A	Tile5n	2
1	-1.40	-1.30	-1.35	64	A15	EBC	A	Tile5n	3
1	-1.50	-1.40	-1.45	64	A16	EBC	A	Tile5n	4
# --- Sampling B (sub=2) — Tile6n ---
2	-1.00	-0.90	-0.95	64	B11	EBC	B	Tile6n	0
2	-1.10	-1.00	-1.05	64	B12	EBC	B	Tile6n	1
2	-1.20	-1.10	-1.15	64	B13	EBC	B	Tile6n	2
2	-1.30	-1.20	-1.25	64	B14	EBC	B	Tile6n	3
2	-1.40	-1.30	-1.35	64	B15	EBC	B	Tile6n	4
# --- Sampling D (sub=3) — Tile7n (D5,D6) e Tile8n (D4) ---
3	-1.10	-0.90	-1.00	64	D4	EBC	D	Tile8n	0	(*)
3	-1.40	-1.10	-1.25	64	D5	EBC	D	Tile7n	0	(*)
3	-1.60	-1.40	-1.50	64	D6	EBC	D	Tile7n	1	(*)
# --- Células especiais (sub=4) ---
4	-1.00	-0.80	-0.90	64	C10	EBC	special	Tile9n	0	(*)ITC
4	-1.20	-1.00	-1.05	64	E1	EBC	special	Tile10n	0	(*)gap
4	-1.30	-1.10	-1.20	64	E2	EBC	special	Tile11n	0	(*)gap
4	-1.50	-1.30	-1.35	64	E3	EBC	special	Tile12n	0	(*)gap
4	-1.70	-1.50	-1.55	64	E4	EBC	special	Tile13n	0	(*)gap
# --- MBTS (sub=5) ---
5	-2.16	-2.00	-2.08	8	MBTS1	EBC	MBTS	Tile14n	0	(*)
5	-2.30	-2.16	-2.23	8	MBTS2	EBC	MBTS	Tile15n	0	(*)
